Date,AvgTemperatureC,MaxTemperatureC,MinTemperatureC,RainfallMM,RainfallIntensity,Condition,HumidityPercent,WindSpeedKmh,IsExtremeWeather
2023-03-12,30.0,31.9,28.2,0.0,None,Clear,81,12,False
2023-03-13,28.9,32.6,25.2,1.9,Light,Partly Cloudy,80,13,False
2023-03-14,29.6,33.0,26.3,0.0,None,Partly Cloudy,83,10,False
2023-03-15,29.4,32.0,26.9,0.0,None,Partly Cloudy,76,13,False
2023-03-16,29.5,32.4,26.7,4.9,Light,Light Rain,84,8,False
2023-03-17,29.2,31.4,27.1,3.5,Light,Light Rain,78,14,False
2023-03-18,30.1,33.1,27.2,2.7,Light,Light Rain,75,13,False
2023-03-19,29.8,32.9,26.7,0.0,None,Clear,80,9,False
2023-03-20,28.5,30.8,26.1,6.1,Moderate,Moderate Rain,79,10,False
2023-03-21,28.5,30.4,26.7,16.5,Moderate,Moderate Rain,92,15,False
2023-03-22,29.4,31.5,27.4,0.0,None,Clear,79,12,False
2023-03-23,29.1,32.2,26.0,6.3,Moderate,Cloudy,84,9,False
2023-03-24,29.6,33.2,26.0,0.0,None,Partly Cloudy,73,8,False
2023-03-25,29.2,32.1,26.4,14.5,Moderate,Moderate Rain,81,14,False
2023-03-26,28.6,31.6,25.5,0.0,None,Clear,85,14,False
2023-03-27,29.7,33.1,26.3,0.0,None,Partly Cloudy,79,14,False
2023-03-28,29.6,33.0,26.3,0.0,None,Clear,79,8,False
2023-03-29,29.5,33.5,25.5,4.5,Light,Light Rain,85,13,False
2023-03-30,29.5,32.4,26.6,0.0,None,Clear,73,12,False
2023-03-31,29.0,31.4,26.7,0.0,None,Clear,77,15,False
2023-04-01,29.8,32.8,26.9,0.0,None,Clear,78,11,False
2023-04-02,30.1,32.6,27.5,0.0,None,Clear,72,13,False
2023-04-03,29.2,31.3,27.1,0.0,None,Partly Cloudy,81,14,False
2023-04-04,30.2,32.8,27.6,0.0,None,Clear,73,12,False
2023-04-05,30.1,33.8,26.4,0.0,None,Clear,77,9,False
2023-04-06,30.0,32.9,27.2,0.0,None,Cloudy,75,12,False
2023-04-07,29.6,32.3,26.9,0.0,None,Clear,76,12,False
2023-04-08,30.8,33.8,27.7,2.4,Light,Partly Cloudy,70,8,False
2023-04-09,29.9,32.8,27.1,0.0,None,Partly Cloudy,82,6,False
2023-04-10,30.9,34.0,27.7,0.0,None,Partly Cloudy,76,10,False
2023-04-11,29.4,32.5,26.2,0.0,None,Clear,85,11,False
2023-04-12,29.4,32.8,26.0,0.0,None,Clear,77,12,False
2023-04-13,27.9,30.2,25.5,48.3,Heavy,Heavy Rain,96,18,False
2023-04-14,29.5,32.4,26.6,7.5,Moderate,Moderate Rain,83,9,False
2023-04-15,29.9,32.0,27.9,0.0,None,Clear,77,12,False
2023-04-16,29.3,31.7,26.9,13.6,Moderate,Moderate Rain,84,14,False
2023-04-17,30.1,33.3,27.0,0.0,None,Cloudy,70,8,False
2023-04-18,29.5,32.4,26.7,6.1,Moderate,Cloudy,84,10,False
2023-04-19,29.4,31.9,26.9,0.0,None,Clear,82,11,False
2023-04-20,29.7,32.2,27.2,1.1,Light,Cloudy,78,11,False
2023-04-21,29.9,32.2,27.5,0.0,None,Clear,79,8,False
2023-04-22,29.9,32.8,27.1,0.0,None,Partly Cloudy,84,10,False
2023-04-23,30.0,32.5,27.5,6.1,Moderate,Moderate Rain,78,13,False
2023-04-24,29.3,32.2,26.4,0.0,None,Clear,82,14,False
2023-04-25,30.9,33.8,28.1,0.0,None,Partly Cloudy,76,10,False
2023-04-26,29.7,32.3,27.1,0.0,None,Clear,85,11,False
2023-04-27,29.8,32.5,27.0,0.0,None,Cloudy,78,12,False
2023-04-28,30.4,34.0,26.8,0.0,None,Partly Cloudy,80,9,False
2023-04-29,29.1,32.1,26.0,14.6,Moderate,Moderate Rain,87,16,False
2023-04-30,29.6,32.4,26.8,0.0,None,Clear,66,12,False
2023-05-01,29.1,31.4,26.9,0.0,None,Clear,79,9,False
2023-05-02,29.8,33.3,26.2,26.6,Heavy,Heavy Rain,92,19,False
2023-05-03,29.6,32.0,27.2,0.0,None,Clear,77,9,False
2023-05-04,29.8,32.5,27.1,6.2,Moderate,Cloudy,80,13,False
2023-05-05,29.9,32.0,27.7,0.0,None,Clear,82,11,False
2023-05-06,28.6,30.8,26.5,15.2,Moderate,Thunderstorm,88,15,False
2023-05-07,29.9,32.4,27.3,3.2,Light,Cloudy,83,15,False
2023-05-08,28.8,31.8,25.8,25.8,Heavy,Heavy Rain,91,16,False
2023-05-09,29.1,31.9,26.3,10.7,Moderate,Cloudy,83,14,False
2023-05-10,30.1,32.7,27.5,8.4,Moderate,Cloudy,87,12,False
2023-05-11,29.8,31.9,27.7,0.0,None,Partly Cloudy,78,11,False
2023-05-12,29.2,32.2,26.2,17.1,Moderate,Cloudy,89,10,False
2023-05-13,29.0,31.0,27.0,0.0,None,Partly Cloudy,77,14,False
2023-05-14,30.1,32.9,27.3,0.0,None,Cloudy,79,10,False
2023-05-15,30.4,33.5,27.4,0.0,None,Clear,81,13,False
2023-05-16,29.3,31.8,26.8,21.2,Heavy,Thunderstorm,85,14,False
2023-05-17,29.4,32.0,26.8,0.0,None,Clear,73,11,False
2023-05-18,31.2,34.7,27.8,0.0,None,Clear,83,12,False
2023-05-19,28.9,32.0,25.7,12.2,Moderate,Moderate Rain,82,16,False
2023-05-20,29.1,32.5,25.8,10.7,Moderate,Cloudy,83,13,False
2023-05-21,29.0,31.5,26.5,9.4,Moderate,Cloudy,87,19,False
2023-05-22,30.3,33.8,26.8,0.0,None,Partly Cloudy,77,12,False
2023-05-23,29.2,31.0,27.5,12.1,Moderate,Moderate Rain,86,13,False
2023-05-24,29.6,32.2,27.0,11.3,Moderate,Moderate Rain,88,16,False
2023-05-25,29.8,33.4,26.2,0.0,None,Partly Cloudy,82,13,False
2023-05-26,29.8,32.4,27.2,16.0,Moderate,Moderate Rain,82,17,False
2023-05-27,28.2,30.3,26.1,28.4,Heavy,Heavy Rain,92,16,False
2023-05-28,28.9,31.4,26.4,8.5,Moderate,Moderate Rain,82,11,False
2023-05-29,29.8,32.5,27.1,0.0,None,Partly Cloudy,85,11,False
2023-05-30,29.8,32.3,27.3,1.3,Light,Partly Cloudy,84,11,False
2023-05-31,29.8,32.7,26.9,0.0,None,Clear,77,12,False
2023-06-01,29.4,32.0,26.7,0.9,Light,Cloudy,81,13,False
2023-06-02,28.5,31.5,25.5,21.8,Heavy,Heavy Rain,89,14,False
2023-06-03,30.4,33.0,27.8,12.1,Moderate,Cloudy,78,11,False
2023-06-04,29.0,31.2,26.9,9.2,Moderate,Thunderstorm,92,16,False
2023-06-05,28.5,30.5,26.5,8.5,Moderate,Cloudy,78,13,False
2023-06-06,29.2,31.8,26.6,0.0,None,Clear,79,12,False
2023-06-07,29.0,31.9,26.1,19.8,Moderate,Thunderstorm,82,14,False
2023-06-08,29.1,32.8,25.5,17.0,Moderate,Cloudy,85,16,False
2023-06-09,27.3,29.8,24.8,36.2,Heavy,Heavy Rain,91,14,False
2023-06-10,28.9,31.1,26.6,15.0,Moderate,Cloudy,82,12,False
2023-06-11,28.8,31.3,26.3,13.8,Moderate,Moderate Rain,82,8,False
2023-06-12,28.6,31.3,25.8,1.9,Light,Partly Cloudy,78,14,False
2023-06-13,28.7,31.8,25.6,18.9,Moderate,Moderate Rain,85,15,False
2023-06-14,29.6,31.9,27.3,0.0,None,Partly Cloudy,73,12,False
2023-06-15,29.3,32.5,26.1,5.9,Moderate,Cloudy,87,15,False
2023-06-16,28.6,31.6,25.6,31.4,Heavy,Thunderstorm,92,13,False
2023-06-17,30.2,33.4,27.0,2.7,Light,Light Rain,80,10,False
2023-06-18,29.5,32.8,26.3,18.8,Moderate,Cloudy,91,15,False
2023-06-19,29.3,31.8,26.8,7.9,Moderate,Moderate Rain,84,14,False
2023-06-20,27.9,30.5,25.4,29.1,Heavy,Heavy Rain,90,16,False
2023-06-21,27.8,30.6,24.9,30.4,Heavy,Thunderstorm,84,12,False
2023-06-22,28.4,30.6,26.2,11.7,Moderate,Moderate Rain,91,15,False
2023-06-23,28.1,30.2,26.1,8.0,Moderate,Cloudy,85,10,False
2023-06-24,29.2,31.3,27.1,0.0,None,Clear,78,7,False
2023-06-25,29.8,32.8,26.7,0.0,None,Cloudy,68,10,False
2023-06-26,28.6,31.3,26.0,0.4,Light,Light Rain,75,12,False
2023-06-27,28.6,30.8,26.4,34.0,Heavy,Thunderstorm,96,15,False
2023-06-28,28.7,31.8,25.6,11.0,Moderate,Cloudy,84,10,False
2023-06-29,27.9,30.4,25.3,18.5,Moderate,Moderate Rain,88,15,False
2023-06-30,29.4,32.6,26.1,0.0,None,Partly Cloudy,88,11,False
2023-07-01,28.4,30.6,26.2,15.1,Moderate,Moderate Rain,94,14,False
2023-07-02,29.4,32.5,26.2,0.0,None,Clear,76,13,False
2023-07-03,28.5,32.1,24.9,0.0,None,Partly Cloudy,79,11,False
2023-07-04,28.8,31.4,26.2,0.0,None,Clear,76,13,False
2023-07-05,29.4,32.5,26.3,0.0,None,Clear,79,9,False
2023-07-06,27.0,29.3,24.7,24.8,Heavy,Thunderstorm,92,12,False
2023-07-07,28.3,31.2,25.4,14.5,Moderate,Thunderstorm,91,16,False
2023-07-08,27.8,29.9,25.7,8.8,Moderate,Cloudy,87,11,False
2023-07-09,28.7,31.0,26.4,0.0,None,Clear,83,10,False
2023-07-10,28.8,31.3,26.3,16.9,Moderate,Moderate Rain,91,13,False
2023-07-11,28.8,31.9,25.6,7.6,Moderate,Cloudy,84,13,False
2023-07-12,27.5,30.0,25.0,8.1,Moderate,Thunderstorm,87,11,False
2023-07-13,28.0,30.6,25.4,21.5,Heavy,Heavy Rain,87,16,False
2023-07-14,28.4,31.7,25.0,12.8,Moderate,Cloudy,87,15,False
2023-07-15,28.7,30.9,26.5,0.0,None,Partly Cloudy,71,12,False
2023-07-16,27.6,30.3,25.0,8.0,Moderate,Moderate Rain,79,13,False
2023-07-17,27.1,30.5,23.6,27.6,Heavy,Heavy Rain,96,15,False
2023-07-18,28.5,31.1,25.9,8.7,Moderate,Moderate Rain,88,13,False
2023-07-19,28.3,31.7,24.9,0.0,None,Partly Cloudy,79,13,False
2023-07-20,28.2,30.9,25.6,0.0,None,Partly Cloudy,81,12,False
2023-07-21,28.6,30.5,26.8,0.0,None,Clear,70,12,False
2023-07-22,28.2,30.9,25.6,11.1,Moderate,Moderate Rain,91,10,False
2023-07-23,27.6,30.4,24.8,31.8,Heavy,Heavy Rain,95,18,False
2023-07-24,28.0,30.8,25.1,20.1,Heavy,Thunderstorm,85,14,False
2023-07-25,28.0,30.5,25.5,4.5,Light,Partly Cloudy,75,14,False
2023-07-26,28.8,32.3,25.4,7.2,Moderate,Thunderstorm,80,14,False
2023-07-27,28.2,31.1,25.4,10.9,Moderate,Moderate Rain,85,15,False
2023-07-28,27.9,30.8,25.0,2.3,Light,Cloudy,77,8,False
2023-07-29,27.6,29.3,26.0,0.0,None,Partly Cloudy,77,11,False
2023-07-30,26.6,28.6,24.6,24.2,Heavy,Heavy Rain,92,16,False
2023-07-31,27.9,30.5,25.2,4.1,Light,Light Rain,73,10,False
2023-08-01,27.8,30.8,24.8,0.0,None,Cloudy,78,11,False
2023-08-02,27.2,29.9,24.6,9.4,Moderate,Moderate Rain,84,10,False
2023-08-03,27.4,29.5,25.4,7.1,Moderate,Cloudy,78,14,False
2023-08-04,28.2,30.9,25.5,0.0,None,Clear,78,10,False
2023-08-05,27.9,30.2,25.6,0.0,None,Cloudy,73,12,False
2023-08-06,27.8,30.6,25.0,2.6,Light,Light Rain,79,9,False
2023-08-07,26.6,28.6,24.7,11.4,Moderate,Moderate Rain,88,13,False
2023-08-08,27.9,30.4,25.3,0.0,None,Partly Cloudy,71,7,False
2023-08-09,27.8,29.6,25.9,4.9,Light,Light Rain,79,11,False
2023-08-10,28.1,31.3,25.0,0.0,None,Partly Cloudy,78,15,False
2023-08-11,27.7,30.9,24.5,0.0,None,Partly Cloudy,83,9,False
2023-08-12,27.1,29.7,24.5,26.4,Heavy,Heavy Rain,89,16,False
2023-08-13,27.1,29.8,24.5,10.9,Moderate,Cloudy,95,10,False
2023-08-14,27.6,30.6,24.5,6.1,Moderate,Cloudy,85,13,False
2023-08-15,26.6,29.0,24.2,0.0,None,Partly Cloudy,79,14,False
2023-08-16,27.7,30.6,24.8,5.7,Moderate,Cloudy,85,9,False
2023-08-17,26.8,29.1,24.5,11.3,Moderate,Moderate Rain,73,14,False
2023-08-18,28.0,31.2,24.9,11.6,Moderate,Moderate Rain,81,12,False
2023-08-19,27.8,29.9,25.6,16.2,Moderate,Cloudy,87,10,False
2023-08-20,27.4,31.0,23.7,0.0,None,Partly Cloudy,73,11,False
2023-08-21,27.1,29.8,24.3,24.1,Heavy,Thunderstorm,91,14,False
2023-08-22,28.1,31.1,25.2,2.5,Light,Cloudy,72,14,False
2023-08-23,27.4,29.3,25.5,6.2,Moderate,Moderate Rain,78,15,False
2023-08-24,27.4,30.2,24.6,17.3,Moderate,Moderate Rain,90,13,False
2023-08-25,28.3,30.7,25.9,0.0,None,Partly Cloudy,75,9,False
2023-08-26,26.9,29.0,24.7,7.8,Moderate,Thunderstorm,77,12,False
2023-08-27,28.8,32.3,25.3,0.9,Light,Cloudy,79,14,False
2023-08-28,28.4,30.3,26.5,0.0,None,Partly Cloudy,80,11,False
2023-08-29,28.1,30.9,25.4,0.0,None,Partly Cloudy,75,13,False
2023-08-30,26.1,29.1,23.2,22.2,Heavy,Heavy Rain,93,15,False
2023-08-31,27.7,30.4,25.0,0.0,None,Clear,78,11,False
2023-09-01,26.5,29.4,23.7,9.5,Moderate,Thunderstorm,77,13,False
2023-09-02,27.6,30.4,24.8,0.0,None,Partly Cloudy,83,13,False
2023-09-03,26.4,28.9,23.8,17.7,Moderate,Thunderstorm,84,16,False
2023-09-04,26.6,29.5,23.7,6.9,Moderate,Moderate Rain,83,16,False
2023-09-05,27.0,29.1,24.9,4.7,Light,Cloudy,77,10,False
2023-09-06,27.6,30.4,24.8,10.1,Moderate,Cloudy,94,12,False
2023-09-07,26.4,29.2,23.5,0.0,None,Clear,82,12,False
2023-09-08,27.2,30.8,23.6,13.0,Moderate,Cloudy,84,9,False
2023-09-09,27.3,30.8,23.8,0.0,None,Partly Cloudy,82,8,False
2023-09-10,26.4,29.1,23.6,21.8,Heavy,Heavy Rain,87,11,False
2023-09-11,26.9,29.3,24.5,8.7,Moderate,Moderate Rain,82,14,False
2023-09-12,26.1,28.3,24.0,8.2,Moderate,Moderate Rain,82,13,False
2023-09-13,27.2,28.7,25.7,0.0,None,Clear,79,11,False
2023-09-14,27.3,30.6,24.0,7.8,Moderate,Cloudy,80,8,False
2023-09-15,27.6,31.2,24.1,0.0,None,Cloudy,74,13,False
2023-09-16,27.4,29.8,24.9,9.4,Moderate,Moderate Rain,84,14,False
2023-09-17,27.6,30.7,24.6,13.1,Moderate,Moderate Rain,82,13,False
2023-09-18,26.4,28.4,24.4,2.9,Light,Light Rain,74,11,False
2023-09-19,26.8,29.6,23.9,6.7,Moderate,Thunderstorm,83,11,False
2023-09-20,25.7,28.0,23.4,22.1,Heavy,Heavy Rain,84,18,False
2023-09-21,27.4,30.4,24.4,0.0,None,Partly Cloudy,77,13,False
2023-09-22,26.8,29.1,24.4,13.2,Moderate,Moderate Rain,79,11,False
2023-09-23,27.6,30.4,24.9,18.3,Moderate,Moderate Rain,90,17,False
2023-09-24,28.0,30.3,25.7,0.0,None,Clear,79,9,False
2023-09-25,26.6,29.0,24.2,0.0,None,Clear,82,10,False
2023-09-26,27.5,29.7,25.4,1.2,Light,Light Rain,80,11,False
2023-09-27,26.9,29.8,23.9,0.0,None,Partly Cloudy,80,11,False
2023-09-28,26.9,29.3,24.5,0.0,None,Clear,78,11,False
2023-09-29,26.9,29.6,24.2,0.0,None,Cloudy,80,6,False
2023-09-30,26.1,27.9,24.4,21.9,Heavy,Thunderstorm,93,11,False
2023-10-01,26.5,28.6,24.3,14.6,Moderate,Cloudy,88,15,False
2023-10-02,27.5,30.3,24.6,11.4,Moderate,Thunderstorm,90,13,False
2023-10-03,27.0,29.3,24.6,0.0,None,Clear,72,12,False
2023-10-04,25.9,27.5,24.2,79.4,Heavy,Heavy Rain,96,22,True
2023-10-05,24.9,26.4,23.5,94.4,Heavy,Heavy Rain,96,24,True
2023-10-06,25.8,28.0,23.5,46.1,Heavy,Heavy Rain,96,18,False
2023-10-07,25.7,28.2,23.2,37.1,Heavy,Heavy Rain,94,19,False
2023-10-08,24.8,26.8,22.7,74.9,Heavy,Heavy Rain,96,23,True
2023-10-09,25.9,28.4,23.4,20.8,Heavy,Heavy Rain,87,13,False
2023-10-10,26.4,28.3,24.4,17.3,Moderate,Moderate Rain,88,15,False
2023-10-11,25.9,28.8,23.0,27.4,Heavy,Heavy Rain,91,15,False
2023-10-12,27.0,29.5,24.5,0.0,None,Clear,79,12,False
2023-10-13,24.9,27.5,22.4,29.9,Heavy,Heavy Rain,95,13,False
2023-10-14,27.3,30.4,24.2,0.0,None,Clear,84,12,False
2023-10-15,26.8,29.8,23.8,9.3,Moderate,Thunderstorm,79,13,False
2023-10-16,27.8,30.0,25.5,5.2,Moderate,Moderate Rain,81,11,False
2023-10-17,26.6,29.5,23.8,0.0,None,Partly Cloudy,76,12,False
2023-10-18,26.1,28.5,23.6,10.9,Moderate,Cloudy,87,14,False
2023-10-19,27.1,29.3,25.0,0.0,None,Partly Cloudy,74,13,False
2023-10-20,27.0,29.7,24.4,16.2,Moderate,Cloudy,90,20,False
2023-10-21,26.9,29.9,23.8,0.0,None,Cloudy,76,8,False
2023-10-22,27.0,29.0,25.0,0.0,None,Clear,84,12,False
2023-10-23,26.9,30.0,23.8,12.2,Moderate,Moderate Rain,86,13,False
2023-10-24,26.7,29.4,24.0,4.8,Light,Light Rain,75,12,False
2023-10-25,27.0,30.1,23.9,2.0,Light,Partly Cloudy,74,12,False
2023-10-26,27.4,30.5,24.2,0.0,None,Partly Cloudy,76,10,False
2023-10-27,27.0,30.1,23.8,0.0,None,Clear,78,13,False
2023-10-28,27.1,30.5,23.7,0.0,None,Partly Cloudy,74,8,False
2023-10-29,27.6,30.1,25.2,0.0,None,Clear,75,13,False
2023-10-30,26.4,29.5,23.4,0.0,None,Clear,73,10,False
2023-10-31,26.5,29.7,23.4,19.6,Moderate,Moderate Rain,89,14,False
2023-11-01,26.9,29.9,24.0,0.0,None,Partly Cloudy,81,13,False
2023-11-02,26.5,29.4,23.7,8.3,Moderate,Cloudy,90,12,False
2023-11-03,26.8,30.2,23.4,29.1,Heavy,Heavy Rain,93,14,False
2023-11-04,25.9,29.2,22.7,17.9,Moderate,Cloudy,86,14,False
2023-11-05,26.1,28.3,24.0,19.6,Moderate,Moderate Rain,91,14,False
2023-11-06,26.4,28.4,24.3,14.5,Moderate,Moderate Rain,86,15,False
2023-11-07,26.5,28.8,24.2,8.3,Moderate,Cloudy,78,15,False
2023-11-08,27.7,31.0,24.4,22.3,Heavy,Heavy Rain,86,14,False
2023-11-09,26.1,28.5,23.7,6.6,Moderate,Cloudy,81,13,False
2023-11-10,26.9,30.4,23.3,22.3,Heavy,Heavy Rain,81,13,False
2023-11-11,27.0,29.9,24.2,0.0,None,Clear,76,16,False
2023-11-12,25.6,27.9,23.3,23.9,Heavy,Heavy Rain,90,11,False
2023-11-13,26.2,28.4,24.0,15.3,Moderate,Cloudy,84,14,False
2023-11-14,25.4,28.0,22.9,29.3,Heavy,Heavy Rain,95,15,False
2023-11-15,27.0,30.7,23.4,0.0,None,Partly Cloudy,85,10,False
2023-11-16,26.6,28.6,24.6,15.3,Moderate,Moderate Rain,86,12,False
2023-11-17,27.1,29.3,24.8,0.0,None,Clear,78,12,False
2023-11-18,26.1,28.3,23.8,50.7,Heavy,Thunderstorm,96,22,False
2023-11-19,27.0,29.5,24.5,6.8,Moderate,Moderate Rain,80,15,False
2023-11-20,26.2,28.8,23.6,0.0,None,Partly Cloudy,79,10,False
2023-11-21,26.8,29.3,24.3,0.0,None,Partly Cloudy,82,9,False
2023-11-22,28.1,30.5,25.7,0.0,None,Clear,82,9,False
2023-11-23,27.3,29.5,25.1,17.9,Moderate,Cloudy,83,14,False
2023-11-24,26.5,29.4,23.7,20.6,Heavy,Heavy Rain,80,14,False
2023-11-25,27.2,30.4,24.0,6.5,Moderate,Moderate Rain,68,10,False
2023-11-26,27.1,30.4,23.9,10.2,Moderate,Moderate Rain,87,14,False
2023-11-27,26.9,30.8,23.0,19.2,Moderate,Cloudy,81,15,False
2023-11-28,26.0,29.3,22.7,31.2,Heavy,Heavy Rain,96,15,False
2023-11-29,27.1,28.7,25.5,12.2,Moderate,Moderate Rain,82,14,False
2023-11-30,27.9,31.5,24.3,0.0,None,Clear,83,12,False
2023-12-01,27.0,30.4,23.6,0.0,None,Partly Cloudy,78,12,False
2023-12-02,27.0,29.9,24.2,0.0,None,Clear,86,11,False
2023-12-03,26.8,28.6,24.9,32.2,Heavy,Heavy Rain,96,12,False
2023-12-04,26.7,28.6,24.8,17.0,Moderate,Cloudy,87,14,False
2023-12-05,26.6,30.0,23.3,16.1,Moderate,Moderate Rain,89,17,False
2023-12-06,26.6,28.5,24.6,0.0,None,Clear,81,10,False
2023-12-07,27.1,30.3,23.8,9.1,Moderate,Moderate Rain,85,13,False
2023-12-08,27.6,29.3,25.8,0.0,None,Partly Cloudy,78,12,False
2023-12-09,25.6,27.5,23.7,37.8,Heavy,Thunderstorm,96,22,False
2023-12-10,25.6,28.0,23.1,29.9,Heavy,Heavy Rain,88,16,False
2023-12-11,28.1,31.5,24.7,0.0,None,Cloudy,68,13,False
2023-12-12,27.5,30.3,24.6,0.0,None,Partly Cloudy,76,13,False
2023-12-13,27.2,29.2,25.2,10.4,Moderate,Moderate Rain,85,15,False
2023-12-14,26.4,28.7,24.1,0.0,None,Clear,71,12,False
2023-12-15,27.3,29.8,24.8,6.1,Moderate,Cloudy,83,12,False
2023-12-16,27.8,30.5,25.0,0.0,None,Cloudy,74,8,False
2023-12-17,27.0,29.3,24.7,11.8,Moderate,Moderate Rain,90,10,False
